artist,song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,H_or_N
Fort Minor,Remember the Name (feat. Styles of Beyond),spotify:track:6ndmKwWqMozN2tcZqzCX4K,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,audio_features,6ndmKwWqMozN2tcZqzCX4K,spotify:track:6ndmKwWqMozN2tcZqzCX4K,https://api.spotify.com/v1/tracks/6ndmKwWqMozN2tcZqzCX4K,https://api.spotify.com/v1/audio-analysis/6ndmKwWqMozN2tcZqzCX4K,230493,4,N
50 Cent,Disco Inferno,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,audio_features,69bHJ9qs5FrUJbKP8xU8uZ,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,https://api.spotify.com/v1/tracks/69bHJ9qs5FrUJbKP8xU8uZ,https://api.spotify.com/v1/audio-analysis/69bHJ9qs5FrUJbKP8xU8uZ,214227,4,N
The Game,How We Do,spotify:track:4PmMVdIFpJTB9WQbmILf4p,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,audio_features,4PmMVdIFpJTB9WQbmILf4p,spotify:track:4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/tracks/4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/audio-analysis/4PmMVdIFpJTB9WQbmILf4p,235533,4,N
Chris Brown,Run It! (feat. Juelz Santana),spotify:track:7xYnUQigPoIDAMPVK79NEq,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,audio_features,7xYnUQigPoIDAMPVK79NEq,spotify:track:7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,229867,4,N
Mariah Carey,It's Like That,spotify:track:7zL9xrz5krsuC6qVNluQQw,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,audio_features,7zL9xrz5krsuC6qVNluQQw,spotify:track:7zL9xrz5krsuC6qVNluQQw,https://api.spotify.com/v1/tracks/7zL9xrz5krsuC6qVNluQQw,https://api.spotify.com/v1/audio-analysis/7zL9xrz5krsuC6qVNluQQw,203360,4,N
Black Eyed Peas,My Humps,spotify:track:19JdbdEwQI7bCxefMokZO8,0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,audio_features,19JdbdEwQI7bCxefMokZO8,spotify:track:19JdbdEwQI7bCxefMokZO8,https://api.spotify.com/v1/tracks/19JdbdEwQI7bCxefMokZO8,https://api.spotify.com/v1/audio-analysis/19JdbdEwQI7bCxefMokZO8,326960,4,N
Ciara,Oh (feat. Ludacris),spotify:track:7uKcScNXuO3MWw6LowBjW1,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,audio_features,7uKcScNXuO3MWw6LowBjW1,spotify:track:7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/tracks/7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/audio-analysis/7uKcScNXuO3MWw6LowBjW1,203787,4,N
50 Cent,Outta Control - Remix,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,0.77,0.587,8,-5.99,0,0.265,0.0268,0.0,0.0621,0.574,92.009,audio_features,7BKi4ZcyMBXeAvJ1OPxhdV,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,https://api.spotify.com/v1/tracks/7BKi4ZcyMBXeAvJ1OPxhdV,https://api.spotify.com/v1/audio-analysis/7BKi4ZcyMBXeAvJ1OPxhdV,247973,4,N
Baby Bash,"Baby, I'm Back",spotify:track:6EfyEbyk4XjCisJz90V8Ki,0.901,0.392,9,-4.414,0,0.105,0.0525,0.0,0.102,0.761,100.014,audio_features,6EfyEbyk4XjCisJz90V8Ki,spotify:track:6EfyEbyk4XjCisJz90V8Ki,https://api.spotify.com/v1/tracks/6EfyEbyk4XjCisJz90V8Ki,https://api.spotify.com/v1/audio-analysis/6EfyEbyk4XjCisJz90V8Ki,219187,4,N
Jennifer Lopez,Get Right,spotify:track:0rLzyBecRbTpnBWvMtPVFR,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,audio_features,0rLzyBecRbTpnBWvMtPVFR,spotify:track:0rLzyBecRbTpnBWvMtPVFR,https://api.spotify.com/v1/tracks/0rLzyBecRbTpnBWvMtPVFR,https://api.spotify.com/v1/audio-analysis/0rLzyBecRbTpnBWvMtPVFR,225533,4,N
JAY-Z,Numb / Encore,spotify:track:5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4,N
The Game,Hate It Or Love It,spotify:track:2wGSgTmgSF3xjRrHkTc25R,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,audio_features,2wGSgTmgSF3xjRrHkTc25R,spotify:track:2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/audio-analysis/2wGSgTmgSF3xjRrHkTc25R,206400,4,N
Gorillaz,Feel Good Inc.,spotify:track:0d28khcov6AiegSCpG5TuT,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4,N
Black Eyed Peas,Don't Phunk With My Heart,spotify:track:4MtDnnAJ1AtWit10FRmZdW,0.689,0.929,5,-2.76,0,0.0608,0.00933,0.0,0.548,0.609,130.899,audio_features,4MtDnnAJ1AtWit10FRmZdW,spotify:track:4MtDnnAJ1AtWit10FRmZdW,https://api.spotify.com/v1/tracks/4MtDnnAJ1AtWit10FRmZdW,https://api.spotify.com/v1/audio-analysis/4MtDnnAJ1AtWit10FRmZdW,239773,4,N
Akon,Lonely,spotify:track:4v7DCN09hgXkKazefkznDQ,0.634,0.526,5,-7.881,0,0.0333,0.339,0.0,0.257,0.623,90.087,audio_features,4v7DCN09hgXkKazefkznDQ,spotify:track:4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/tracks/4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/audio-analysis/4v7DCN09hgXkKazefkznDQ,235800,4,N
Bodyrockers,I Like The Way - Radio Edit,spotify:track:0reKGVcWLVvl1FzjZ6TACy,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,audio_features,0reKGVcWLVvl1FzjZ6TACy,spotify:track:0reKGVcWLVvl1FzjZ6TACy,https://api.spotify.com/v1/tracks/0reKGVcWLVvl1FzjZ6TACy,https://api.spotify.com/v1/audio-analysis/0reKGVcWLVvl1FzjZ6TACy,200053,4,N
Sugababes,Push The Button,spotify:track:2nCmCt4B5vkabS0zeOuc1Z,0.962,0.662,8,-5.093,1,0.0578,0.0517,0.0,0.0799,0.801,126.007,audio_features,2nCmCt4B5vkabS0zeOuc1Z,spotify:track:2nCmCt4B5vkabS0zeOuc1Z,https://api.spotify.com/v1/tracks/2nCmCt4B5vkabS0zeOuc1Z,https://api.spotify.com/v1/audio-analysis/2nCmCt4B5vkabS0zeOuc1Z,218093,4,N
Jeezy,Soul Survivor,spotify:track:0Ss50OU9tCozI7JIywkv14,0.682,0.483,10,-7.718,1,0.0451,0.00103,0.0,0.159,0.108,84.012,audio_features,0Ss50OU9tCozI7JIywkv14,spotify:track:0Ss50OU9tCozI7JIywkv14,https://api.spotify.com/v1/tracks/0Ss50OU9tCozI7JIywkv14,https://api.spotify.com/v1/audio-analysis/0Ss50OU9tCozI7JIywkv14,280013,4,N
Eminem,Mockingbird,spotify:track:561jH07mF1jHuk7KlaeF0s,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4,N
Shakira,La Tortura (feat. Alejandro Sanz),spotify:track:5BSclXJTa9B0iURhUjZo50,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,audio_features,5BSclXJTa9B0iURhUjZo50,spotify:track:5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/tracks/5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/audio-analysis/5BSclXJTa9B0iURhUjZo50,212893,4,N
Gorillaz,DARE,spotify:track:4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,audio_features,4Hff1IjRbLGeLgFgxvHflk,spotify:track:4Hff1IjRbLGeLgFgxvHflk,https://api.spotify.com/v1/tracks/4Hff1IjRbLGeLgFgxvHflk,https://api.spotify.com/v1/audio-analysis/4Hff1IjRbLGeLgFgxvHflk,245000,4,N
Snoop Dogg,Signs,spotify:track:4HSAJpNocVNJbwbQvtCMdO,0.934,0.706,7,-5.317,1,0.178,0.0305,0.000121,0.136,0.614,112.962,audio_features,4HSAJpNocVNJbwbQvtCMdO,spotify:track:4HSAJpNocVNJbwbQvtCMdO,https://api.spotify.com/v1/tracks/4HSAJpNocVNJbwbQvtCMdO,https://api.spotify.com/v1/audio-analysis/4HSAJpNocVNJbwbQvtCMdO,236480,4,N
Robbie Williams,Tripping,spotify:track:1DYZHnO1JRBlHxslCSLXw6,0.657,0.804,7,-4.435,0,0.0289,0.0167,0.000205,0.0821,0.856,118.026,audio_features,1DYZHnO1JRBlHxslCSLXw6,spotify:track:1DYZHnO1JRBlHxslCSLXw6,https://api.spotify.com/v1/tracks/1DYZHnO1JRBlHxslCSLXw6,https://api.spotify.com/v1/audio-analysis/1DYZHnO1JRBlHxslCSLXw6,298053,4,N
David Banner,Play,spotify:track:5CWyE2OcZI1HVnHBh4RrKF,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,audio_features,5CWyE2OcZI1HVnHBh4RrKF,spotify:track:5CWyE2OcZI1HVnHBh4RrKF,https://api.spotify.com/v1/tracks/5CWyE2OcZI1HVnHBh4RrKF,https://api.spotify.com/v1/audio-analysis/5CWyE2OcZI1HVnHBh4RrKF,230133,4,N
Trillville,Some Cut,spotify:track:3VXDc9f8J96uBnAAeFrrmw,0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995,audio_features,3VXDc9f8J96uBnAAeFrrmw,spotify:track:3VXDc9f8J96uBnAAeFrrmw,https://api.spotify.com/v1/tracks/3VXDc9f8J96uBnAAeFrrmw,https://api.spotify.com/v1/audio-analysis/3VXDc9f8J96uBnAAeFrrmw,283455,4,N
D4L,Laffy Taffy,spotify:track:791FahRslZsex6ygzKJsar,0.891,0.428,0,-8.034,0,0.428,0.0394,0.0,0.0934,0.604,77.504,audio_features,791FahRslZsex6ygzKJsar,spotify:track:791FahRslZsex6ygzKJsar,https://api.spotify.com/v1/tracks/791FahRslZsex6ygzKJsar,https://api.spotify.com/v1/audio-analysis/791FahRslZsex6ygzKJsar,224253,4,N
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,audio_features,0UaMYEvWZi0ZqiDOoHU3YI,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/tracks/0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/audio-analysis/0UaMYEvWZi0ZqiDOoHU3YI,226864,4,N
Rob Thomas,Lonely No More,spotify:track:4faFAhOflLzhfJECveRwva,0.551,0.896,9,-3.152,0,0.109,0.033,0.0,0.0899,0.858,171.79,audio_features,4faFAhOflLzhfJECveRwva,spotify:track:4faFAhOflLzhfJECveRwva,https://api.spotify.com/v1/tracks/4faFAhOflLzhfJECveRwva,https://api.spotify.com/v1/audio-analysis/4faFAhOflLzhfJECveRwva,226640,4,N
Brian McFadden,Almost Here,spotify:track:2zNYAhrM4ayQsdtDPeDE71,0.561,0.452,9,-7.324,0,0.0336,0.409,0.0,0.106,0.316,77.984,audio_features,2zNYAhrM4ayQsdtDPeDE71,spotify:track:2zNYAhrM4ayQsdtDPeDE71,https://api.spotify.com/v1/tracks/2zNYAhrM4ayQsdtDPeDE71,https://api.spotify.com/v1/audio-analysis/2zNYAhrM4ayQsdtDPeDE71,229827,4,N
Bobby V.,"Slow Down - 12"" Version",spotify:track:4Ilen0VxPEsVRLpnePji8P,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-06,0.401,0.626,186.048,audio_features,4Ilen0VxPEsVRLpnePji8P,spotify:track:4Ilen0VxPEsVRLpnePji8P,https://api.spotify.com/v1/tracks/4Ilen0VxPEsVRLpnePji8P,https://api.spotify.com/v1/audio-analysis/4Ilen0VxPEsVRLpnePji8P,258667,4,N
Backstreet Boys,Incomplete,spotify:track:0CnD7Hiw6pae6rLsZw5q5W,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,audio_features,0CnD7Hiw6pae6rLsZw5q5W,spotify:track:0CnD7Hiw6pae6rLsZw5q5W,https://api.spotify.com/v1/tracks/0CnD7Hiw6pae6rLsZw5q5W,https://api.spotify.com/v1/audio-analysis/0CnD7Hiw6pae6rLsZw5q5W,239587,4,N
Pretty Ricky,Grind With Me,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,0.7,0.538,1,-5.952,1,0.045,0.000204,0.0,0.105,0.189,136.518,audio_features,3B7i9OKRRmIsSBHEbJz58Y,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,https://api.spotify.com/v1/tracks/3B7i9OKRRmIsSBHEbJz58Y,https://api.spotify.com/v1/audio-analysis/3B7i9OKRRmIsSBHEbJz58Y,237733,4,N
Kanye West,Diamonds From Sierra Leone - Remix,spotify:track:34KUIBsIUiPV7oCIzSdDAU,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,audio_features,34KUIBsIUiPV7oCIzSdDAU,spotify:track:34KUIBsIUiPV7oCIzSdDAU,https://api.spotify.com/v1/tracks/34KUIBsIUiPV7oCIzSdDAU,https://api.spotify.com/v1/audio-analysis/34KUIBsIUiPV7oCIzSdDAU,233400,4,N
Snoop Dogg,Drop It Like It's Hot,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4,N
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,spotify:track:04FXF9tLQvYzc9ZWnTpaA3,0.906,0.551,10,-7.439,0,0.356,0.0879,0.0,0.0661,0.554,100.773,audio_features,04FXF9tLQvYzc9ZWnTpaA3,spotify:track:04FXF9tLQvYzc9ZWnTpaA3,https://api.spotify.com/v1/tracks/04FXF9tLQvYzc9ZWnTpaA3,https://api.spotify.com/v1/audio-analysis/04FXF9tLQvYzc9ZWnTpaA3,205547,4,N
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),spotify:track:4FTOpNYcGxnQdGNWSxIcio,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,audio_features,4FTOpNYcGxnQdGNWSxIcio,spotify:track:4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/tracks/4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/audio-analysis/4FTOpNYcGxnQdGNWSxIcio,325573,4,N
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",spotify:track:7uKcScNXuO3MWw6LowBjW1,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,audio_features,7uKcScNXuO3MWw6LowBjW1,spotify:track:7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/tracks/7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/audio-analysis/7uKcScNXuO3MWw6LowBjW1,203787,4,N
Amerie,1 Thing,spotify:track:1mnqraQ8oV8MX92rdOFLWW,0.612,0.961,10,-3.078,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,audio_features,1mnqraQ8oV8MX92rdOFLWW,spotify:track:1mnqraQ8oV8MX92rdOFLWW,https://api.spotify.com/v1/tracks/1mnqraQ8oV8MX92rdOFLWW,https://api.spotify.com/v1/audio-analysis/1mnqraQ8oV8MX92rdOFLWW,238760,5,N
Ludacris,Get Back,spotify:track:3njpLvANriMsdv3dgADEad,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609,audio_features,3njpLvANriMsdv3dgADEad,spotify:track:3njpLvANriMsdv3dgADEad,https://api.spotify.com/v1/tracks/3njpLvANriMsdv3dgADEad,https://api.spotify.com/v1/audio-analysis/3njpLvANriMsdv3dgADEad,270747,4,N
Franz Ferdinand,Do You Want To,spotify:track:20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4,N
Natalie Imbruglia,Shiver,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,audio_features,1Jaah2tmN9Hv81A87KZ1MU,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,https://api.spotify.com/v1/tracks/1Jaah2tmN9Hv81A87KZ1MU,https://api.spotify.com/v1/audio-analysis/1Jaah2tmN9Hv81A87KZ1MU,244667,4,N
Gwen Stefani,Hollaback Girl,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,audio_features,0LzrhCZFXW94Y8nwtTuRlw,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/tracks/0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/audio-analysis/0LzrhCZFXW94Y8nwtTuRlw,199853,4,N
Pretty Ricky,Your Body,spotify:track:5y4TDQdYzlT4eoQIPOgNDz,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,audio_features,5y4TDQdYzlT4eoQIPOgNDz,spotify:track:5y4TDQdYzlT4eoQIPOgNDz,https://api.spotify.com/v1/tracks/5y4TDQdYzlT4eoQIPOgNDz,https://api.spotify.com/v1/audio-analysis/5y4TDQdYzlT4eoQIPOgNDz,240040,4,N
Thirty Seconds To Mars,The Kill,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,audio_features,0lP4HYLmvowOKdsQ7CVkuq,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq,231533,3,N
Alicia Keys,Karma,spotify:track:588RGyR1f4Plc8nm7SrdCa,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,audio_features,588RGyR1f4Plc8nm7SrdCa,spotify:track:588RGyR1f4Plc8nm7SrdCa,https://api.spotify.com/v1/tracks/588RGyR1f4Plc8nm7SrdCa,https://api.spotify.com/v1/audio-analysis/588RGyR1f4Plc8nm7SrdCa,256000,4,N
2Pac,Ghetto Gospel,spotify:track:7jLbTp3qZzah9kMIdW8e5M,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,audio_features,7jLbTp3qZzah9kMIdW8e5M,spotify:track:7jLbTp3qZzah9kMIdW8e5M,https://api.spotify.com/v1/tracks/7jLbTp3qZzah9kMIdW8e5M,https://api.spotify.com/v1/audio-analysis/7jLbTp3qZzah9kMIdW8e5M,238053,4,N
Craig David,Don't Love You No More (I'm Sorry),spotify:track:7yxwAEwY9LD120AcB4nGJx,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,100.113,audio_features,7yxwAEwY9LD120AcB4nGJx,spotify:track:7yxwAEwY9LD120AcB4nGJx,https://api.spotify.com/v1/tracks/7yxwAEwY9LD120AcB4nGJx,https://api.spotify.com/v1/audio-analysis/7yxwAEwY9LD120AcB4nGJx,243987,4,N
Katie Melua,Nine Million Bicycles,spotify:track:470UOQDSTMTBEgkBaeqVN6,0.569,0.26,0,-14.688,1,0.0304,0.585,0.00744,0.125,0.35,82.074,audio_features,470UOQDSTMTBEgkBaeqVN6,spotify:track:470UOQDSTMTBEgkBaeqVN6,https://api.spotify.com/v1/tracks/470UOQDSTMTBEgkBaeqVN6,https://api.spotify.com/v1/audio-analysis/470UOQDSTMTBEgkBaeqVN6,194560,4,N
Lil Jon & The East Side Boyz,Lovers And Friends,spotify:track:41PWz0hAiU9FqsmjR9Wh62,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,audio_features,41PWz0hAiU9FqsmjR9Wh62,spotify:track:41PWz0hAiU9FqsmjR9Wh62,https://api.spotify.com/v1/tracks/41PWz0hAiU9FqsmjR9Wh62,https://api.spotify.com/v1/audio-analysis/41PWz0hAiU9FqsmjR9Wh62,260600,4,N
Mariah Carey,Don't Forget About Us - Radio Edit,spotify:track:1HkVSmzBbdZ5Bzdd00IZgh,0.699,0.543,10,-6.859,0,0.0383,0.0457,0.0,0.1,0.431,143.635,audio_features,1HkVSmzBbdZ5Bzdd00IZgh,spotify:track:1HkVSmzBbdZ5Bzdd00IZgh,https://api.spotify.com/v1/tracks/1HkVSmzBbdZ5Bzdd00IZgh,https://api.spotify.com/v1/audio-analysis/1HkVSmzBbdZ5Bzdd00IZgh,233867,4,N
Ying Yang Twins,Wait (The Whisper Song),spotify:track:5Y78yINSOCW6xbOfGWNBg4,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,audio_features,5Y78yINSOCW6xbOfGWNBg4,spotify:track:5Y78yINSOCW6xbOfGWNBg4,https://api.spotify.com/v1/tracks/5Y78yINSOCW6xbOfGWNBg4,https://api.spotify.com/v1/audio-analysis/5Y78yINSOCW6xbOfGWNBg4,179160,4,N
Will Smith,Switch,spotify:track:2bmxx16hNi3W5FGzfFO9xX,0.877,0.885,1,-4.966,1,0.17,0.007,0.000497,0.557,0.517,102.507,audio_features,2bmxx16hNi3W5FGzfFO9xX,spotify:track:2bmxx16hNi3W5FGzfFO9xX,https://api.spotify.com/v1/tracks/2bmxx16hNi3W5FGzfFO9xX,https://api.spotify.com/v1/audio-analysis/2bmxx16hNi3W5FGzfFO9xX,196653,4,N
Bow Wow,Like You (feat. Ciara),spotify:track:3jEqrIfwKO0M8ALu3TGilF,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,audio_features,3jEqrIfwKO0M8ALu3TGilF,spotify:track:3jEqrIfwKO0M8ALu3TGilF,https://api.spotify.com/v1/tracks/3jEqrIfwKO0M8ALu3TGilF,https://api.spotify.com/v1/audio-analysis/3jEqrIfwKO0M8ALu3TGilF,205840,4,N
Kaiser Chiefs,Everyday I Love You Less And Less,spotify:track:3gwoBbif2CNBUfTB75Zs57,0.49,0.955,1,-3.339,0,0.0603,0.00855,0.0,0.281,0.502,160.051,audio_features,3gwoBbif2CNBUfTB75Zs57,spotify:track:3gwoBbif2CNBUfTB75Zs57,https://api.spotify.com/v1/tracks/3gwoBbif2CNBUfTB75Zs57,https://api.spotify.com/v1/audio-analysis/3gwoBbif2CNBUfTB75Zs57,218560,4,N
Kelly Clarkson,Behind These Hazel Eyes,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,audio_features,0AKAxdNkwq9ZxRdW1DN9zW,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,https://api.spotify.com/v1/tracks/0AKAxdNkwq9ZxRdW1DN9zW,https://api.spotify.com/v1/audio-analysis/0AKAxdNkwq9ZxRdW1DN9zW,198973,4,N
Black Eyed Peas,Don't Lie,spotify:track:600qBKuhdgLqxZb1BqIE0T,0.662,0.785,9,-5.299,1,0.186,0.166,0.0,0.0784,0.602,89.882,audio_features,600qBKuhdgLqxZb1BqIE0T,spotify:track:600qBKuhdgLqxZb1BqIE0T,https://api.spotify.com/v1/tracks/600qBKuhdgLqxZb1BqIE0T,https://api.spotify.com/v1/audio-analysis/600qBKuhdgLqxZb1BqIE0T,219000,4,N
Westlife,You Raise Me Up,spotify:track:5XQavlXrNHBBvlN4IJqhqW,0.23,0.357,10,-6.596,1,0.0315,0.63,0.0,0.0886,0.174,114.229,audio_features,5XQavlXrNHBBvlN4IJqhqW,spotify:track:5XQavlXrNHBBvlN4IJqhqW,https://api.spotify.com/v1/tracks/5XQavlXrNHBBvlN4IJqhqW,https://api.spotify.com/v1/audio-analysis/5XQavlXrNHBBvlN4IJqhqW,241067,4,N
Ray J,One Wish,spotify:track:2TFsx3B0hLSSTambrudXs3,0.529,0.651,5,-7.061,0,0.282,0.281,0.0,0.339,0.592,127.03,audio_features,2TFsx3B0hLSSTambrudXs3,spotify:track:2TFsx3B0hLSSTambrudXs3,https://api.spotify.com/v1/tracks/2TFsx3B0hLSSTambrudXs3,https://api.spotify.com/v1/audio-analysis/2TFsx3B0hLSSTambrudXs3,337640,4,N
Papa Roach,Scars,spotify:track:1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,audio_features,1UREw2MCfU0xwBzCAjxlUD,spotify:track:1UREw2MCfU0xwBzCAjxlUD,https://api.spotify.com/v1/tracks/1UREw2MCfU0xwBzCAjxlUD,https://api.spotify.com/v1/audio-analysis/1UREw2MCfU0xwBzCAjxlUD,208186,4,N
Arctic Monkeys,I Bet You Look Good On The Dancefloor,spotify:track:3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,audio_features,3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680,4,N
